test_case,resource_id,resource_title,resource_description,resource_type,resource_source,resource_category,resource_topics,resource_recommend_if,resource_state,resource_organization,resource_default_navigator_note,similarity_score
Get an IEP from school,71,Apraxia Kids,"An organization dedicated to helping children and families cope with childhood apraxia of speech, a condition where the child generally understands language and knows what they want to say, but has trouble forming the words to verbalize it to others",Organization,https://www.apraxia-kids.org/,Social Services,"speech disorder, communication disorder",,,Apraxia kids,"This site has information, resources, and parent groups for families with children diagnosed with childhood apraxia of speech.",0.2428
Get an IEP from school,66,Goblin Tools,"Website with handy tools and tips for helping with executive function and social challenges. Good for breaking down tasks, refining conversational and text tone, more",Tool,https://goblin.tools/,Neurodiversity,"Social challenges, ADHD, SPCD, PDA, Executive function",Parents have a child(ren) with executive function or social challenges,,Goblin Tools,,0.2347
Get an IEP from school,39,Hearty Roots,Adventure-based youth programming that fosters social-emotional development and healthy relationships with self and others.,Organization,https://www.heartyroots.org/,Social Services,,Parents are looking in Maine for an outdoors-based experiential learning environment for their child's social-emotional growth,,,,0.2213
Get an IEP from school,7,PsychologyToday,One of the most comprehensive directories of mental health therapists. You can filter for therapists in your location that accept your insurance and specialize in the your needs or your child's needs.,Website,https://www.psychologytoday.com/us/therapists/,Treatment,"Therapy, Mental Health, Directories",For anyone looking for a therapist near them that takes their insurance,,,,0.217
Get an IEP from school,35,"Dr. Alexis Wilbert, Psy.D.","Psychologist specializing in treating youth with eating disorders, anxiety, and perfectionism. Telehealth practice only. Private-pay, out-of-network provider.",Program,https://www.dralexiswilbert.com/,Treatment,,"Parents have children in Maine who need treatment for eating disorders, anxiety, or perfectionism.",,,,0.2124
Get an IEP from school,13,Adult ADHD | Standards of Care,An article describing the standards of care for ADHD and includes the evidence-based treatment approaches that you should be considering for a young adult with ADHD,Article,https://www.aafp.org/family-physician/patient-care/prevention-wellness/emotional-wellbeing/adhd-toolkit/treatment-and-management.html,Treatment,"ADHD, Treatment, Young Adults",For parents with ADHD or who have young adults with ADHD who want to better informed about treatment options,,,,0.2081
Get an IEP from school,34,Support Group for Parents with Children with Complex Healthcare Needs,A group for parents to hear and be understood regarding the challenges they face caring for their children with complex health conditions.,Program,https://www.mpf.org/event/support-group-for-parents-and-caregivers-of-children-with-complex-medical-needs-12/,Self-care,,Parents of children with health conditions are looking for support ,,Maine Parent Federation,,0.2077
Get an IEP from school,72,Communication for a Lifetime,"The link provided takes you to the public-facing resources, including learning materials and provider directories, offered by the US's professional association of healthcare providers who serve people with speech, language, and hearing disorders. ",Website,https://www.asha.org/public/,Neurodiversity,"communication disorder, speech, hearing",,,American Speech-Language-Hearing Association (ASHA),"This is full of useful information about communication disorders, including hearing impairment, and has links to providers throughout the US. ",0.206
Get an IEP from school,67,CHADD (Children & Adults with Attention Deficit/Hyperactivity Disorder),Association dedicated to advocacy and assistance for people with ADHD,Website,https://chadd.org/,Neurodiversity,ADHD,Parent has a child with ADHD or has ADHD themself,,CHADD,,0.2027
Get an IEP from school,12,Overview of Neurodevelopmental Disorders,Neurodevelopmental disorders refers to a group of disorders that begin in childhood. They affect the development and function of the brain. They may impact a child's interactions or functioning at home or school or in the community.  This article defines what a neurodevelopmental disorder is and the different types.,Article,https://www.psychiatry.org/patients-families/neurodevelopment-disorders,Neurodiversity,"Neurodevelopmental Disorders, Autism, ADHD, Self-education",For parents of children with neurodevelopmental disorders who are working on better understanding their child's diagnosis better,,,,0.2004
Get an IEP from school,15,Finding You Therapy Programs,"Individual, Couples, and Family Therapy and coaching directed by Dr. Brad Reedy, PhD, a nationally-renowned  psychologist, author, and veteran in the parent-child dynamic involved with youth mental health challenges. Utah-based, in-person and remote services available",Program,https://www.findingyouprograms.com/leadership,Treatment,,"Young adults and parents in need of individual or family therapy or coaching services, adult couples in need of couples therapy",,,,0.1988
Get an IEP from school,8,Knox Clinic | Mental Health Services,"In-person and virtual counseling, short-term behavioral health support, and health management sessions in Rockland, ME.",Program,https://knoxclinic.org/about-us/your-mid-coast-health-net/,Treatment,"Therapy, Mental Health","For parents near Rockland, ME who are looking for mental health services",,,,0.1965
Get an IEP from school,62,Attachment & Attuned Parenting,"2-hr. digital seminar to:
- Characterize the three types of non-secure attachment and describe how they manifest in parenting styles that limit parent/child connection.
- Categorize how caregiver presence and attuned parenting fosters resilience in children.
- Assess the four “S’s” of attachment and relate their significance to clinicians and educators.",Video,https://mindsightinstitute.com/item/attachment-attuned-parenting-163636,Parenting,"Attachment, Attunement",Parents are entangled with their children's lives in an unhealthy way or if they are concerned with being unable to meet their children's nurturing needs. Especially helpful for parents of neurodiverse children,,"Dr. Dan Siegel, MD / MindSight Institute",,0.1933
Get an IEP from school,59,A Guide To Finding Insurance at 26‌,"Kaiser Family Foundation report on the health insurance ""cliff"" at age 26 and tips about shopping for an insurance plan based on the advice of policy experts.",Article,https://kffhealthnews.org/news/article/guide-find-insurance-at-age-26/?utm_campaign=KHN%20-%20Weekly%20Edition&utm_medium=email&_hsenc=p2ANqtz-8kFy927NYN3nhw7w5QyLqCbSswOkSdAEtE-drALlZYfLybZl68bAV6D5SsX5LNK0ybXi1hVQ2HRykoyQ6_656GniTlFg&_hsmi=376099477&utm_content=376099477&utm_source=hs_email,Insurance,Insurance,Those who need help finding the right insurance plan for them and don't know where to start. ,,KFF Health News,,0.1925
Get an IEP from school,36,Penquis Community Action Program,"Nonprofit organization serving Penobscot, Piscataquis, and Knox Counties with a mission to prevent, reduce, or eliminate poverty. Offering programs and initiatives that serve this mission by helping individuals and families with basic needs such as child care, parent coaching, and resource-finding for healthcare, disability care, ageing, and social services.",Organization,https://www.penquis.org/who-we-are/,Social Services,,"Parents are in Maine's Penobscot, Piscataquis, or Knox Counties and are looking for social supports and services for themselves or their children",,,,0.1876
Get an IEP from school,19,Autism Society of Maine - Groups,"A directory of youth, adult, and caregiver support groups offered through the Autism Society of Maine",Program,https://www.asmonline.org/programs/asm-groups/,Self-care,"Autism Spectrum, Caregiving","Youth or adults with Autism Spectrum, or their caregivers, are looking for support",,,,0.1826
Get an IEP from school,1,OPI Life Coaching ,Life coaching program for young adults who are stuck in unproductive thoughts and behaviors which interfere with their health and ability to be self-reliant.,Website,https://www.optimumperformanceinstitute.com/young-adult-treatment/independent-living-program/life-coaching/,Transitions,"Young Adults, Career, Self-discovery","Young adults who are looking for career and life coaching, self-discovery help, and who might be resistant to traditional therapy.",,,,0.181
Get an IEP from school,6,Brighter Heights Maine | Residential Housing,Providing homes that support adults living with developmental disabilities and qualify for housing through MaineCare Section 21 waiver. Locations in Westbrook and Winthrop.,Program,https://www.bh-maine.com/program/residential-housing/,Social Services,"Housing, Transitions",For parents near Westbrook and Winthrop in Maine who are looking for residential care for their children with developmental disabilities.,,,,0.181
Get an IEP from school,5,Brighter Heights Maine | Behavioral Health,"Outpatient therapy, Case Management, Daily Living Skills, Medication Management, and Substance Use Counseling in Maine for children and adults. They accept MaineCare and self-pay only. Locations in Rockland, Yarmouth, Bangor, and Belfast.",Program,https://www.bh-maine.com/program/behavioral-health/,Treatment,"Mental Health, Therapy, Substance Use Counseling, Case Management","For parents in Maine near Rockland, Yarmouth, Bangor, or Belfast who have MaineCare and have children struggling with mental health or substance abuse challenges.",,,,0.1805
Get an IEP from school,46,Developmental Milestones,Learn more about milestones throughout child development from 2 months to 5 years provided by the CDC.,Website,https://www.cdc.gov/act-early/milestones/?CDC_AAref_Val=https://www.cdc.gov/ncbddd/actearly/milestones/index.html,Neurodiversity,"Parenting, Development",For parents wondering what milestones they should be looking for throughout their child's development. ,,CDC,,0.1793
Get an IEP from school,47,Healthy People 2030 Objectives & Data,Health objectives chosen based on national data to improve health and the well-being nationwide. ,Website,https://odphp.health.gov/healthypeople/objectives-and-data,Mental Health,"Progress Monitoring, Self-Education",Parents looking for data and health objectives based on recent U.S. trends. ,,Office of Disease Prevention & Health Promotion,,0.1785
Get an IEP from school,43,MaineCare Benefits Manual,Links to chapters for Maine medical assistance and services provided by the Department of Health and Human Services. ,Website,https://www.maine.gov/sos/rulemaking/agency-rules/mainecare-benefits-manual,Insurance,Directories,Wanting more information about specific areas in MaineCare benefits and services,Maine,Department of the Secretary of State,,0.1759
Get an IEP from school,38,Healthy Lincoln County,"Nonprofit organization serving Lincoln County with a mission to build healthy, thriving communities. They offer Substance Use Prevention services, nutrition education, and meals programs.",Organization,https://www.healthylincolncounty.org/,Social Services,"Substance Abuse, Nutrition Education, Food Assistance",Parents have children in Maine's Lincoln County and are looking for healthcare or social support services,,,,0.1744
Get an IEP from school,41,"Jess Adam, LMHC, LMFT, RYT",Marriage & Family Therapist,Program,https://www.psychologytoday.com/us/therapists/jess-adam-portland-me/332308,Treatment,,"Parents are seeking help with maintaining spousal/partner relationships or healthy, loving family dynamics",,,,0.172
Get an IEP from school,16,Amble Therapy,"Mental health counseling for teen and young adult Mainers seeking relief from anxiety, trauma, and burnout. Services include (but don't have to be) ""Walk & Talk"" therapy, where therapeutic modalities are incorporated while you enjoy and connect to the outdoors. Based in Portland, ME. In-person and remote offerings",Program,https://www.ambletherapy.com/,Treatment,,"Young adults or parents of teens are seeking therapy to address anxiety, trauma, and/or burnout. Does not accept insurance.",,,,0.1706
Get an IEP from school,40,Healthy Oxford Hills,Nonprofit community organization serving Oxford County with a mission to improve the quality of life for county residents.,Organization,https://www.mainehealth.org/mainehealth-stephens-hospital/healthy-communities-mainehealth-stephens-hospital/healthy-oxford-hills-mainehealth-stephens-hospital,Social Services,,Parents have children in Maine's Oxford County and are looking for health and social services or support,,,,0.1648
Get an IEP from school,3,How to Ikigai | TedX,"A great speech by the author of ""How to Ikigai"" that provides a clear roadmap for finding your Ikigai in a motivational way",Video,https://www.youtube.com/watch?v=pk-PcJS2QaU,Transitions,"Self-discovery, Young Adults, Transitions","For caregivers of young adult children who are struggling with career decisions, life decisions, or existential questions",,,,0.1586
Get an IEP from school,4,MaineHealth Behavioral Health,"Locations of MaineHealth's behavioral health services, where you can find access to mental health care and other behavioral health services.",Program,https://www.mainehealth.org/care-services/behavioral-health-care,Treatment,"Mental Health, Therapy",For parents of children in Maine looking for mental and behavioral health care services,,,,0.1562
Get an IEP from school,70,Northern Light Health Behavioral Health Services,"A directory of services, including therapy, groups, and other diagnostic and treatment options offered by Northern Light Health throughout Maine",Program,https://northernlighthealth.org/BehavioralServices,Treatment,"mental health, neurodevelopmental, behavioral health, diagnosis, treatment, groups",,Maine,Northern Light Health,"This is a directory of behavioral health services, including therapy, groups, and other diagnostic and treatment options offered by Northern Light Health throughout Maine",0.1561
Get an IEP from school,44,Rural Mental Health Care in the U.S. ,The history of rural mental health care in the U.S. from 2006-2022. Provides an overview of the field and an annotated bibliography. ,Article,https://www.wiche.edu/wp-content/uploads/2024/05/WCE_RuralMentalHealth_050824_FullDoc.pdf,Mental Health,"Mental Health, Substance Use","Wanting to learn about rural mental health and the development of researching, policymaking, and service providing. ",,WICHE,,0.1558
Get an IEP from school,61,"Adult Mental Health, Know When to get Help","Help understanding how mental health conditions are identified in adults - Patterns in thoughts, feelings and behaviors can suggest when to get help for yourself or someone you care about.",Article,https://www.mayoclinic.org/healthy-lifestyle/adult-health/in-depth/mental-health/art-20044098,Mental Health,"Adults, Self-Discovery",Those who need help understanding how mental health conditions are identified in adults.,,Mayo Clinic,,0.1529
Get an IEP from school,2,Ikigai Overview,"A framework for thinking about life's purpose, meaning, and your place in it",Article,https://psychsafety.com/ikigai/,Transitions,"Self-discovery, Young Adults, Transitions","For caregivers of young adult children who are struggling with career decisions, life decisions, or existential questions",,,,0.1517
Get an IEP from school,11,Video | What is Neurodiversity?,"A simple explainer video that describes Neurodiversity. People experience and interact with the world around them in many different ways; there is no one ""right"" way of thinking, learning, and behaving, and differences are not viewed as deficits.",Video,https://www.youtube.com/watch?v=xsfml3yVh1g&t=3s,Neurodiversity,"Neurodiversity, Neurodevelopmental",For parents who are new to the term neurodiversity or have a child that is neurodiverse but is struggling to understand what that means,,,,0.1501
Get an IEP from school,57,Diagnostic and Statistical Manual of Mental Disorders (DSM-5-TR),"Resources and text about mental disorders (DSM-5-TR) with review of the impact of racism and discrimination on the diagnosis and manifestations of mental disorders. It helps define and classify mental disorders, which can improve diagnoses, treatment, and research.",Tool,https://www.psychiatry.org/psychiatrists/practice/dsm,Mental Health,"Disorders, Directories",Parents who want to learn more about (DSM-5-TR).,,American Psychiatric Association ,,0.1416
Get an IEP from school,17,Cornerstones of Maine,"Young adult residential, transitional living, and aftercare programs with residences in Biddeford, Kennebunkport, and Portland",Program,https://cornerstonesofmaine.com/,Transitions,,"Young adults are in need of 24/7 care, supervised living after residential care, or are struggling to ""launch"" ",,,,0.1365
Get an IEP from school,10,What is Neurodiversity? | Harvard Medical,"An article describing Neurodiversity, which describes the idea that people experience and interact with the world around them in many different ways; there is no one ""right"" way of thinking, learning, and behaving, and differences are not viewed as deficits.",Article,https://www.health.harvard.edu/blog/what-is-neurodiversity-202111232645,Neurodiversity,"Neurodiversity, Neurodevelopmental",For parents who are new to the term neurodiversity or have a child that is neurodiverse but is struggling to understand what that means,,,,0.1357
Get an IEP from school,45,Rural Mental Health,Learning about the struggles and challenges of mental health in rural communities and frequently asked questions about mental health resources in these areas. ,Website,https://www.ruralhealthinfo.org/topics/mental-health,Mental Health,"Suicide, Statistics",Those facing mental health struggles who live in rural areas. ,,Rural Health Information Hub,,0.1272
Get an IEP from school,37,Kennebec Valley Community Action Program (KVCAP),"Nonprofit organization serving Kennebec, Lincoln, Sagadahoc, and Somerset Counties with a mission to prevent, reduce, or end poverty. Helps families find community-based services for living.",Organization,https://www.kvcap.org/,Social Services,,"Parents have children in Maine's Kennebec, Lincoln, Sagadahoc, or Somerset Counties and are looking for support services",,,,0.1267
Get an IEP from school,9,Virtual Recovery Resources | SAMHSA,"A PDF list of virtual recovery programs and resources for a wide variety of challenges, including Alcohol Abuse, Marijuana Abuse, Mental Illness, and other.",Article,https://www.samhsa.gov/sites/default/files/virtual-recovery-resources.pdf,Treatment,"Substance Abuse, Recovery, Mental Health, Virtual Programs",For young adults struggling with substance abuse,,,,0.1242
Get an IEP from school,14,Alcohol Use Disorder | Standard of Care,"An article describing the standard of care treatment for Alcohol Use Disorder, which includes recommended treatment for varying levels of severity of Alcohol Use Disorder.",Article,https://www.ncbi.nlm.nih.gov/books/NBK561234/,Treatment,"Alcohol Use Disorder, Substance Abuse, Treatment",For parents of young adults with alcohol use disorder looking to better understand treatment options,,,,0.1221
Get an IEP from school,60,American Society of Addiction Medicine (ASAM) Care Levels,"Comprehensive set of standards for placement, continued service, and transfer of patients with addiction and co-occurring conditions.",Website,https://www.asam.org/asam-criteria/about-the-asam-criteria,Substance Abuse,Addiction,Those who want to learn about addiction and standards for placement and care of patients. ,,American Society of Addiction Medicine ,,0.0725
